,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
2021-06-30,239500,0,0.0,240000,241000,238500,653096,156348960372,51173530786500,213668187
2021-06-29,239500,-1500,-0.62,240500,242500,239000,627915,150635106000,51173530786500,213668187
2021-06-28,241000,-2000,-0.82,244000,244500,240000,575102,138789048000,51494033067000,213668187
2021-06-25,243000,500,0.21,243500,244000,241000,537893,130455190500,51921369441000,213668187
2021-06-24,242500,0,0.0,243500,249000,241000,1494131,365731706500,51814535347500,213668187
2021-06-23,242500,1500,0.62,242000,243000,239000,843399,203349893500,51814535347500,213668187
2021-06-22,241000,8000,3.43,235500,243000,235000,1299242,312358481000,51494033067000,213668187
2021-06-21,233000,-2000,-0.85,234000,236000,232000,823355,192116336500,49784687571000,213668187
2021-06-18,235000,-1500,-0.63,237000,238000,235000,1036077,244676157008,50212023945000,213668187
2021-06-17,236500,-3000,-1.25,239000,239500,236000,724881,171814724000,50532526225500,213668187
2021-06-16,239500,2500,1.05,237000,243000,237000,778322,187128942500,51173530786500,213668187
2021-06-15,237000,-1000,-0.42,238000,239000,235500,471192,111811024500,50639360319000,213668187
2021-06-14,238000,-500,-0.21,238500,240000,235000,561560,133136551500,50853028506000,213668187
2021-06-11,238500,2500,1.06,237500,241500,237000,687536,164607398500,50959862599500,213668187
2021-06-10,236000,-3500,-1.46,239000,240000,236000,1094346,259484891500,50425692132000,213668187
2021-06-09,239500,-4000,-1.64,243000,245500,239000,941037,227704136500,51173530786500,213668187
2021-06-08,243500,2000,0.83,241500,245000,238500,875362,212175559500,52028203534500,213668187
2021-06-07,241500,0,0.0,244500,247500,240500,1343895,327410483000,51600867160500,213668187
2021-06-04,241500,3000,1.26,241500,243000,238000,1333789,321531070500,51600867160500,213668187
2021-06-03,238500,500,0.21,238500,240500,236500,1034103,246605146000,50959862599500,213668187
2021-06-02,238000,1000,0.42,238500,243000,235500,1707167,408368081500,50853028506000,213668187
2021-06-01,237000,2000,0.85,235000,237500,232500,1027141,242589664000,50639360319000,213668187
2021-05-31,235000,3000,1.29,233000,235500,230500,1132711,264646360500,50212023945000,213668187
2021-05-28,232000,11500,5.22,223500,232500,223000,2394356,550692027000,49571019384000,213668187
2021-05-27,220500,-3000,-1.34,223000,223500,220000,2306997,509591137500,47113835233500,213668187
2021-05-26,223500,-4000,-1.76,227500,229000,222500,1088210,244850131000,47754839794500,213668187
2021-05-25,227500,-500,-0.22,230000,230000,225000,781950,177734385500,48609512542500,213668187
2021-05-24,228000,500,0.22,227500,231000,226000,765657,175655529500,48716346636000,213668187
2021-05-21,227500,3000,1.34,227000,233000,225500,1333704,305859642500,48609512542500,213668187
2021-05-20,224500,-6500,-2.81,228500,230500,224000,1190072,268348417500,47968507981500,213668187
2021-05-18,231000,4000,1.76,227500,232500,226000,1034501,238825803000,49357351197000,213668187
2021-05-17,227000,-2000,-0.87,232000,232500,225000,875528,199303166000,48502678449000,213668187
2021-05-14,229000,-500,-0.22,234000,236000,226500,1357407,313063406000,48930014823000,213668187
2021-05-13,229500,2000,0.88,224000,232000,221500,1593554,364552243000,49036848916500,213668187
2021-05-12,227500,1000,0.44,226500,233000,223000,1649500,376439161000,48609512542500,213668187
2021-05-11,226500,-3000,-1.31,227000,228500,223500,852825,192643496000,48395844355500,213668187
2021-05-10,229500,5500,2.46,226500,230000,225500,1117219,255443753500,49036848916500,213668187
2021-05-07,224000,500,0.22,223500,227000,221000,639489,143381347500,47861673888000,213668187
2021-05-06,223500,0,0.0,223000,225000,221000,645594,143878356000,47754839794500,213668187
2021-05-04,223500,5500,2.52,220000,224500,217500,953550,211747972500,47754839794500,213668187
2021-05-03,218000,6000,2.83,212000,222500,211000,1189242,259616031000,46579664766000,213668187
2021-04-30,212000,-5500,-2.53,216000,216500,211000,1168115,248343193000,45297655644000,213668187
2021-04-29,217500,-4000,-1.81,221000,221500,217000,1047837,228658375000,46472830672500,213668187
2021-04-28,221500,1500,0.68,220000,223500,219500,701452,155253505000,47327503420500,213668187
2021-04-27,220000,-1500,-0.68,222000,222500,218000,763634,167336243500,47007001140000,213668187
2021-04-26,221500,500,0.23,221500,222500,220000,653982,144751178000,47327503420500,213668187
2021-04-23,221000,-5000,-2.21,225500,225500,220500,1202196,266192797372,47220669327000,213668187
2021-04-22,226000,500,0.22,226500,231000,225500,1025922,233565448000,48289010262000,213668187
2021-04-21,225500,-3500,-1.53,227500,228000,224000,848076,191335094076,48182176168500,213668187
2021-04-20,229000,-1000,-0.43,230000,231000,228500,722449,165733167000,48930014823000,213668187
2021-04-19,230000,-1500,-0.65,232000,232500,229000,715867,165144540000,49143683010000,213668187
2021-04-16,231500,1000,0.43,231500,233500,230500,577562,133926724849,49464185290500,213668187
2021-04-15,230500,-2000,-0.86,232500,232500,229000,555364,128131601500,49250517103500,213668187
2021-04-14,232500,2500,1.09,231000,237000,230500,940909,219766826000,49677853477500,213668187
2021-04-13,230000,4000,1.77,226500,230000,226000,634607,145104683000,49143683010000,213668187
2021-04-12,226000,-2500,-1.09,228000,229000,225500,659014,149366093500,48289010262000,213668187
2021-04-09,228500,-3000,-1.3,231500,232000,227000,726250,166069146500,48823180729500,213668187
2021-04-08,231500,1500,0.65,229000,233500,227000,915323,211452255000,49464185290500,213668187
2021-04-07,230000,0,0.0,228500,232500,226500,708886,162941936500,49143683010000,213668187
2021-04-06,230000,-4000,-1.71,235000,235000,229500,737694,170703492500,49143683010000,213668187
2021-04-05,234000,500,0.21,236000,236500,230000,990184,230723766500,49998355758000,213668187
2021-04-02,233500,14500,6.62,225500,238500,225000,3648528,850018811500,49891521664500,213668187
2021-04-01,219000,1000,0.46,220500,224500,218500,749450,165856463000,46793332953000,213668187
2021-03-31,218000,-1500,-0.68,221500,222000,218000,750876,164963338500,46579664766000,213668187
2021-03-30,219500,4000,1.86,215500,221000,215000,935840,205105089500,46900167046500,213668187
2021-03-29,215500,0,0.0,215500,217500,211000,1184415,254266904000,46045494298500,213668187
2021-03-26,215500,-2500,-1.15,219500,219500,212000,1480861,317323290500,46045494298500,213668187
2021-03-25,218000,-3000,-1.36,218500,220500,216000,1087519,236684528500,46579664766000,213668187
2021-03-24,221000,-5500,-2.43,225000,225500,220000,1049551,232120316500,47220669327000,213668187
2021-03-23,226500,-2500,-1.09,229500,231000,225500,1024811,232563974351,48395844355500,213668187
2021-03-22,229000,-500,-0.22,230000,231000,227500,739527,169372504672,48930014823000,213668187
2021-03-19,229500,-4500,-1.92,230000,232000,229000,1055587,242977681805,49036848916500,213668187
2021-03-18,234000,2000,0.86,234500,238000,233500,1005422,237036814540,49998355758000,213668187
2021-03-17,232000,-2000,-0.85,234000,234000,230000,627439,144944285000,49571019384000,213668187
2021-03-16,234000,2000,0.86,233500,235000,232000,633617,147860457500,49998355758000,213668187
2021-03-15,232000,-500,-0.22,233000,236000,230000,769672,179482806000,49571019384000,213668187
2021-03-12,232500,4000,1.75,231500,233500,229000,823038,190566327500,49677853477500,213668187
2021-03-11,228500,1000,0.44,228000,232000,227500,1154314,265076611212,48823180729500,213668187
2021-03-10,227500,-4000,-1.73,236500,236500,227000,901351,207383994500,48609512542500,213668187
2021-03-09,231500,1000,0.43,230500,234000,228000,1254755,290065564500,49464185290500,213668187
2021-03-08,230500,-4500,-1.91,237000,237500,230000,853206,198495446000,49250517103500,213668187
2021-03-05,235000,0,0.0,230500,237000,228500,1153198,268136211000,50212023945000,213668187
2021-03-04,235000,-5000,-2.08,236000,238000,232500,1274581,299638122500,50212023945000,213668187
2021-03-03,240000,1000,0.42,239000,241500,236500,910872,217935268000,51280364880000,213668187
2021-03-02,239000,2000,0.84,244500,249000,237000,2509152,610330100500,51066696693000,213668187
2021-02-26,237000,-8000,-3.27,238500,248500,235500,2710962,650243538500,50639360319000,213668187
2021-02-25,245000,10000,4.26,239000,245000,235000,1562697,375602335000,52348705815000,213668187
2021-02-24,235000,-9500,-3.89,246500,249000,235000,2072507,497655913000,50212023945000,213668187
2021-02-23,244500,3000,1.24,242500,247500,237000,1629578,395451916500,52241871721500,213668187
2021-02-22,241500,-500,-0.21,243000,247500,240000,1157808,281745896000,51600867160500,213668187
2021-02-19,242000,6500,2.76,236500,242000,235500,1168454,279405291000,51707701254000,213668187
2021-02-18,235500,-8000,-3.29,241000,243500,235500,1260023,300175417500,50318858038500,213668187
2021-02-17,243500,-4000,-1.62,248000,248000,242500,871176,212456316500,52028203534500,213668187
2021-02-16,247500,0,0.0,249000,251000,245000,1179084,292575545500,52882876282500,213668187
2021-02-15,247500,2500,1.02,247000,249000,243500,916331,225800076000,52882876282500,213668187
2021-02-10,245000,8500,3.59,239000,246000,235000,1233628,297335707500,52348705815000,213668187
2021-02-09,236500,2500,1.07,232500,240500,232500,1391614,330405455000,50532526225500,213668187
2021-02-08,234000,-15500,-6.21,238000,240500,228500,3212977,754390479000,49998355758000,213668187
2021-02-05,249500,1000,0.4,249500,250500,243000,1539977,381091945000,53310212656500,213668187
2021-02-04,248500,3000,1.22,251500,253000,244000,1907305,474785278500,53096544469500,213668187
2021-02-03,245500,5000,2.08,245000,252500,242500,2983093,738904279000,52455539908500,213668187
2021-02-02,240500,2000,0.84,241500,243500,236000,1519973,365303362000,51387198973500,213668187
2021-02-01,238500,9500,4.15,229000,238500,224500,1798912,417673049444,50959862599500,213668187
2021-01-29,229000,-9500,-3.98,242000,242500,227000,2663404,617412863000,48930014823000,213668187
2021-01-28,238500,-7000,-2.85,238000,243500,236500,2033262,486785424000,50959862599500,213668187
2021-01-27,245500,-6000,-2.39,252000,254500,245000,2190994,544355167500,52455539908500,213668187
2021-01-26,251500,-8500,-3.27,260500,260500,250500,1846817,469759121500,53737549030500,213668187
2021-01-25,260000,3000,1.17,253000,262000,251500,1895263,487788239500,55553728620000,213668187
2021-01-22,257000,-7500,-2.84,261000,263000,257000,2093127,541876714000,54912724059000,213668187
2021-01-21,264500,5500,2.12,264000,266500,259500,2593509,682782686000,56515235461500,213668187
2021-01-20,259000,-2500,-0.96,271000,277000,254000,5305494,1394729280068,55340060433000,213668187
2021-01-19,261500,20500,8.51,244000,261500,244000,4976690,1272694419500,55874230900500,213668187
2021-01-18,241000,1000,0.42,237500,246500,234000,3387635,816920468500,51494033067000,213668187
2021-01-15,240000,-10500,-4.19,252000,255000,239000,3915078,958824239500,51280364880000,213668187
2021-01-14,250500,-8500,-3.28,251000,255500,248500,3389733,853485004500,53523880843500,213668187
2021-01-13,259000,-2000,-0.77,259500,265000,250000,5805649,1496753077000,55340060433000,213668187
2021-01-12,261000,-6500,-2.43,263500,274500,250500,8040182,2106294704000,55767396807000,213668187
2021-01-11,267500,21500,8.74,256500,289000,256000,14433887,3919184079500,57156240022500,213668187
2021-01-08,246000,40000,19.42,240500,257000,225000,19933702,4851141605500,52562374002000,213668187
2021-01-07,206000,3000,1.48,206000,210500,204500,2478337,515291526500,44015646522000,213668187
2021-01-06,203000,-6500,-3.1,209500,211500,202500,2848547,585670853000,43374641961000,213668187
2021-01-05,209500,2000,0.96,207000,213000,205000,3022595,631437838500,44763485176500,213668187
2021-01-04,207500,15500,8.07,194000,211000,193500,5651695,1162238349000,44336148802500,213668187
2020-12-30,192000,1500,0.79,190500,193500,189000,1361340,261408462000,41024291904000,213668187
2020-12-29,190500,1000,0.53,191000,191500,188000,1488327,282192952000,40703789623500,213668187
2020-12-28,189500,2500,1.34,189000,193000,187500,2410348,458917420000,40490121436500,213668187
2020-12-24,187000,2000,1.08,185000,189000,185000,1061140,198783811500,39955950969000,213668187
2020-12-23,185000,1000,0.54,183000,188500,183000,1301433,241543555500,39528614595000,213668187
2020-12-22,184000,-3000,-1.6,186000,186500,183000,1381697,255079388000,39314946408000,213668187
2020-12-21,187000,-2000,-1.06,188500,189000,185000,1120752,208922630000,39955950969000,213668187
2020-12-18,189000,-1500,-0.79,191000,191000,189000,930831,176497330000,40383287343000,213668187
